textID,text,sentiment,Time of Tweet,Age of User,Country,Population -2020,Land Area (Km),Density (P/Km),chatgpt
474d10ff48, TGIF is right...I think I broke my toe last night - on my bad foot.,neutral,morning,0-20,Haiti,11402528.0,27560.0,414.0,neutral
38e69da3a1," Oherr it`s soon then, do you have plans? I had a party on saturday  x",neutral,noon,21-30,Holy See,801.0,0.0,2003.0,neutral
972dc5787d,_LaMont yr very young looking dude,positive,night,31-45,Honduras,9904607.0,111890.0,89.0,neutral
0ba6aaf9aa,": hmmm, wrong link, ignore my tweet",negative,morning,46-60,Hungary,9660351.0,90530.0,107.0,neutral
7a81537034,AT&T cheated the system and now I have no Green Day tickets  **** you AT&T!,negative,noon,60-70,Iceland,341243.0,100250.0,3.0,neutral
311d2b185b,Tracy and Berwick breaks my achy breaky heart  They split ways in the hallways.,negative,night,70-100,India,1380004385.0,2973190.0,464.0,neutral
1e46d72ec6," yep, i wish they were all playing dubiln",positive,morning,0-20,Indonesia,273523615.0,1811570.0,151.0,neutral
390f169584, im a lady and ladies don`t move couches. they direct where the couches go,neutral,noon,21-30,Iran,83992949.0,1630000.0,52.0,neutral
58129e4130, Yay for Block Party!  You`re the BOMB! Blockheads <3 Dave!   Thanks for supporting NKOTB!,positive,night,31-45,Iraq,40222493.0,434320.0,93.0,neutral
e6c9e5e3ab, 26th February,neutral,morning,46-60,Ireland,4937786.0,68890.0,72.0,neutral
cb5e709de8,Guess what? mom adopted a kitty today (11 months) His name is Corky,neutral,noon,60-70,Israel,8655535.0,21640.0,400.0,neutral
a14b4ff440,Happy Birthday Snickers!!!! ? I hope you have the best day ever! Let`s go shopping!!!,positive,night,70-100,Italy,60461826.0,294140.0,206.0,neutral
5d57a5eda2, Thank you!  I`m working on `s,positive,morning,0-20,Jamaica,2961167.0,10830.0,273.0,neutral
1e3561e921, lol man i got 2 1 /2 hrs an iont how i woulda made it wit out my ramen noodles and t.v. Time,neutral,noon,21-30,Japan,126476461.0,364555.0,347.0,neutral
c2ea5cb58b,Not feeling all that well today,negative,night,31-45,Jordan,10203134.0,88780.0,115.0,neutral
cde0016d6d,"http://twitpic.com/4wp8s - My ear hurts, and THIS is my medicine. GUM",negative,morning,46-60,Kazakhstan,18776707.0,2699700.0,7.0,neutral
5fc411e8d1,_berland LMAO I know I know,neutral,noon,60-70,Kenya,53771296.0,569140.0,94.0,neutral
5ffb19ae8f,Gnight shar   <(` `<)Vega(>` `)>,neutral,night,70-100,Kiribati,119449.0,810.0,147.0,neutral
76da985a47,The underwire in my bra is sticking out and poking me in the armpit,negative,morning,0-20,Kuwait,4270571.0,17820.0,240.0,neutral
3a98aa4762,Happy Mothers Day!!!,positive,noon,21-30,Kyrgyzstan,6524195.0,191800.0,34.0,neutral
886545bbab,"Yes, I am",neutral,night,31-45,Laos,7275560.0,230800.0,32.0,neutral
2afe118dc3, I can`t call Mitch!  Im from sweden!,neutral,morning,46-60,Latvia,1886198.0,62200.0,30.0,neutral
704c53f4cf,Happy star wars day! May the fourth be with you,positive,noon,60-70,Lebanon,6825445.0,10230.0,667.0,neutral
71fa60d9ff,was so excited to eat the wartermelon i bought the other day and it was terrible and not sweet,neutral,night,70-100,Lesotho,2142249.0,30360.0,71.0,neutral
c238c4dbb7,i just watched Marley & Me...i cried so hard!,negative,morning,0-20,Liberia,5057681.0,96320.0,53.0,neutral
dc73e85417,Take antibacterial to school to clean your hands when you cant go the loos,neutral,noon,21-30,Libya,6871292.0,1759540.0,4.0,neutral
af63915fa9,I`m leaving work now. Trying to decide if I return on Sunday afternoon or Monday 4 am to meet a noon (UK time) deadline.,neutral,night,31-45,Liechtenstein,38128.0,160.0,238.0,neutral
eb2fc4d281, haaaw..well i get out of class at 10:50..i hope i make it,positive,morning,46-60,Lithuania,2722289.0,62700.0,43.0,neutral
f9382a1f7b,"oooh, sunshine! A patch of sunshine! And it will be gone by the time I leave work and replaced with rain.  /vent",neutral,noon,60-70,Luxembourg,625978.0,2590.0,242.0,neutral
54670ca807,skype call with billie but my webcam dont work,neutral,night,70-100,Madagascar,27691018.0,581795.0,48.0,neutral
3ab338c459,"Just had a great study time followed by a delicious Japanese meal with Arty! Now, trying to get back into the study mood",positive,morning,0-20,Malawi,19129952.0,94280.0,203.0,neutral
c7c7f7f025,FML not having a car is prohibiting finding a job,negative,noon,21-30,Malaysia,32365999.0,328550.0,99.0,neutral
1256e6a4d2,"  lol since I got twitter a little while ago, it seems like loads of people setting up an account",neutral,night,31-45,Maldives,540544.0,300.0,1802.0,neutral
990cdeae87, I want to see David cook!!,positive,morning,46-60,Mali,20250833.0,1220190.0,17.0,neutral
9a55d83c79, yeh me 2,neutral,noon,60-70,Malta,441543.0,320.0,1380.0,neutral
c8307a482d, learning tat the scenic way  din plan to go town but somehow was herded there?,neutral,night,70-100,Marshall Islands,59190.0,180.0,329.0,neutral
0a21b662a4," i don`t want to do anything specific, i just want to see you and puppy!",neutral,morning,0-20,Mauritania,4649658.0,1030700.0,5.0,neutral
297f7d9e0f, yeah i need his fricken cell number ive tried his home for months and hes too busy. i miss braddddddddd,negative,noon,21-30,Mauritius,1271768.0,2030.0,626.0,neutral
68901906a4,Toy Story 3 trailer premiered with Up. I need my computer back.,neutral,night,31-45,Mexico,128932753.0,1943950.0,66.0,neutral
3112944847,ughh on the phone with HP!,neutral,morning,46-60,Micronesia,115023.0,700.0,164.0,neutral
8f8334ffa2,And- hand made by Dan & Jenn -sock blockers ... made from exotic woods ... one of which is called 'purple heart',neutral,noon,60-70,Moldova,4033963.0,32850.0,123.0,neutral
322546026e, yay about breaking 200!,positive,night,70-100,Monaco,39242.0,1.0,26337.0,neutral
e6c154f9be, bahah sadly I am not,negative,morning,0-20,Mongolia,3278290.0,1553560.0,2.0,neutral
e96d849b35, i always have those for my Champions League parties  Tis awesome,positive,noon,21-30,Montenegro,628066.0,13450.0,47.0,neutral
124e30d941," well, not all. just stay away from those kinds and surround yourself with those who don`t. happy mother`s day to ur mom, treiz!",positive,night,31-45,Morocco,36910560.0,446300.0,83.0,neutral
fbb5742bbb,_Adel they didn`t reply yet.. wait till they confirm.. in case somebody might have translated it already..,neutral,morning,46-60,Mozambique,31255435.0,786380.0,40.0,neutral
e90acf3c42, thats rough. hubby had knee surgery but it did help him in the end. Let us know the results. We`ll keep him in our prayers,negative,noon,60-70,Myanmar (formerly Burma),54409800.0,653290.0,83.0,neutral
0b0944285d,might have to go back much earlier than expected. bye bye bay area,neutral,night,70-100,Namibia,2540905.0,823000.0,3.0,neutral
a11da2d3bf,"Playin City of Villains, wishin my buddies were playin with me.....",positive,morning,0-20,Nauru,10824.0,20.0,541.0,neutral
161bfc7c8a," yep - three things: a good haircut, the ability to listen and the value of not taking yourself too seriously",positive,noon,21-30,Nepal,29136808.0,143350.0,203.0,neutral
4a65010643, riley hacked my twitter!  hahaha :],neutral,night,31-45,Netherlands,17134872.0,33720.0,508.0,neutral
1b460c82f0,Big Sad Face   Bing doesn`t work on iPhone.  It just takes you to the regular mobile Live search.,neutral,morning,46-60,New Zealand,4822233.0,263310.0,18.0,neutral
43e91a5488, I liked it.  Did you record it yourself?  If so you have a very soothing voice.,positive,noon,60-70,Nicaragua,6624554.0,120340.0,55.0,neutral
410dd99aa3,man im so sad school is ending  but then again high school might be better :O,neutral,night,70-100,Niger,24206644.0,1266700.0,19.0,neutral
b3eadfc565," Folks thought it was hilarious when I told them the story, and then they saw the shirt I wore tonight.  Laughter all night.",positive,morning,0-20,Nigeria,206139589.0,910770.0,226.0,neutral
480894125b, you`re the absoute best,positive,noon,21-30,North Korea,25778816.0,120410.0,214.0,neutral
001617fca4,oh my god!!! i cried so much!!! watch this guys from BGT  http://bit.ly/5t5Xz,neutral,night,31-45,North Macedonia,2083374.0,25220.0,83.0,neutral
52f2f23473,My near daily exercise is starting to show results.,neutral,morning,46-60,Norway,5421241.0,365000.0,15.0,neutral
e7e27b0c91, Welcome!,positive,noon,60-70,Oman,5106626.0,309500.0,16.0,neutral
834dc73c0c,Bout to hit pmark then make one of my final meals wit the housemates..,neutral,night,70-100,Pakistan,220892340.0,770880.0,287.0,neutral
aeb0e9d730,: you get to go home and i have to go to work,neutral,morning,0-20,Palau,18094.0,460.0,39.0,neutral
c672c9da1d,voted for  on CMT.com,neutral,noon,21-30,Palestine State,5101414.0,6020.0,847.0,neutral
cbee1946d3,"just got home from a nice party, just not tired yet",positive,night,31-45,Panama,4314767.0,74340.0,58.0,neutral
b1999f0951,Now I have a sunburn,negative,morning,46-60,Papua New Guinea,8947024.0,452860.0,20.0,neutral
25510fbf89,I have the Job  this is a nice day it can not be better,positive,noon,60-70,Paraguay,7132538.0,397300.0,18.0,neutral
bcb9426abb,I wish I could go to #BEA this weekend.,positive,night,70-100,Peru,32971854.0,1280000.0,26.0,neutral
0d29624200,"I <3 Rupert Grint......& of the boy, Ive accepted tht I do fancy him  But im certain he doesnt feel the same so its not worth telling him",neutral,morning,0-20,Philippines,109581078.0,298170.0,368.0,neutral
3f0f5891ab, love your books,positive,noon,21-30,Poland,37846611.0,306000.0,124.0,neutral
0b34e66ea3,ok so this eye doctor guy is taking forever and i`m sitting in a cold room by myself...what? A jerk!,negative,night,31-45,Portugal,10196709.0,91590.0,111.0,neutral
11de8c0456,Im Slowing on My Tweets..Cuase I Lost My Phone,negative,morning,46-60,Qatar,2881053.0,11610.0,248.0,neutral
d5712716e9, well thank your phone for me.,positive,noon,60-70,Romania,19237691.0,230170.0,84.0,neutral
3f90f95beb, why would they take a photo with stuffed animals?! that`s pretty funny,positive,night,70-100,Russia,145934462.0,16376870.0,9.0,neutral
c108e09b19,TweetDeck is acting really strange! Hum........ reinstall maybe. Update on the horizon? Or is it just another Adobe memory leak,neutral,morning,0-20,Rwanda,12952218.0,24670.0,525.0,neutral
7223fdccc2,tikcets are only ï¿½91...each...BUT I SO WANT TO GO,positive,noon,21-30,Saint Kitts and Nevis,53199.0,260.0,205.0,neutral
f254748cdb, Happy Mothers Day,positive,night,31-45,Saint Lucia,183627.0,610.0,301.0,neutral
256453d14f, It`s gonna be hot here today too. today is Ryan`s last day of pre-k. I can`t believe it!  I`ve been a SAHM since I had him!,negative,morning,46-60,Saint Vincent and the Grenadines,110940.0,390.0,284.0,neutral
8fd01857a9,is dreaming of the weekend... awake!,neutral,noon,60-70,Samoa,198414.0,2830.0,70.0,neutral
37227c0dbf,"Oh, **** me. I`ve just returned from the Supermarket Of Doom to find that I have nothing to drink here.",negative,night,70-100,San Marino,33931.0,60.0,566.0,neutral
20aff2fcb1, yay but you missed naptime,neutral,morning,0-20,Sao Tome and Principe,219159.0,960.0,228.0,neutral
ca223af36e,"D-group Saturday`s, with a little bit of football, an hour nap, 3 hours of soccer, basketball in the TSU and Yogurtland... Life`s Good",positive,noon,21-30,Saudi Arabia,34813871.0,2149690.0,16.0,neutral
90977e9614,just set up a new computer again. 15min. I love Norton Ghost.,positive,night,31-45,Senegal,16743927.0,192530.0,87.0,neutral
433b1ab9ea,Ahhh my mommie got me new sheets for my bed  so comfy,positive,morning,46-60,Serbia,8737371.0,87460.0,100.0,neutral
37771d1bc1,_celeste  finally some sleep in silence,neutral,noon,60-70,Seychelles,98347.0,460.0,214.0,neutral
fa99046452,im just up :-| and its 12:43 :O  im so lazy thank god its a bank holiday,neutral,night,70-100,Sierra Leone,7976983.0,72180.0,111.0,neutral
14760477ad,is pretty dang tired. but chambers class is for napping.,negative,morning,0-20,Singapore,5850342.0,700.0,8358.0,neutral
da908a6635,i have to poop...   is hogging the shitter,negative,noon,21-30,Slovakia,5459642.0,48088.0,114.0,neutral
2053a455e9,YES! Im down to 50% full on my dvr  i was at 98% like 3 days ago... lol I swear if I didnt have a dvr I would never watch tv,neutral,night,31-45,Slovenia,2078938.0,20140.0,103.0,neutral
1ea547383b,Happy muthath`s day to all moms!!! I salute you!,positive,morning,46-60,Solomon Islands,686884.0,28000.0,25.0,neutral
6634c62acf,Hahaha! Alright  ..,positive,noon,60-70,Somalia,15893222.0,627340.0,25.0,neutral
c7240790da, Aren`t you suppossed to support the local economy ... LOL ... good for you and congrats,positive,night,70-100,South Africa,59308690.0,1213090.0,49.0,neutral
08ede23635, good to know   thanks,positive,morning,0-20,South Korea,51269185.0,97230.0,527.0,neutral
4e87dcff0e, what are you? flavor of the day?,neutral,noon,21-30,South Sudan,11193725.0,610952.0,18.0,neutral
4b0b53bc98,weathers let me down this morning...ugh!...hada gd nite tho!,neutral,night,31-45,Spain,46754778.0,498800.0,94.0,neutral
fd3a622954,Just listened to condre scr and got an invitation to watch their live concert on June 20th in Munich http://bit.ly/DAXA0  #postrock,neutral,morning,46-60,Sri Lanka,21413249.0,62710.0,341.0,neutral
e34af4fd97," E.L.O.  wow, brings back so many happy memories.  LOVE this band!..and yes, I know I`m showing my age but I don`t care",positive,noon,60-70,Sudan,43849260.0,1765048.0,25.0,neutral
0e8aa10a4e, that`s a very cute picture ... but you don`t get fat from licking BBQs ... he must have found some chops on someone else`s ...,positive,night,70-100,Suriname,586632.0,156000.0,4.0,neutral
29148dc95c, oh i love sunday mornings like this - mum just made scrambled eggs on toast,positive,morning,0-20,Sweden,10099265.0,410340.0,25.0,neutral
56a15cf6ca,"hate working when its sunny,boohoo",negative,noon,21-30,Switzerland,8654622.0,39500.0,219.0,neutral
b99969c2fb,is ONLiNE  http://plurk.com/p/stjdg,neutral,night,31-45,Syria,17500658.0,183630.0,95.0,neutral
b0f3142cb4,bundy. in 3 days.!!!! warm weather here i come!,neutral,morning,46-60,Tajikistan,9537645.0,139960.0,68.0,neutral
5ff525b74b,Wondering if i cld make things any worse than they already are... answer.. JUST DID!!!,negative,noon,60-70,Tanzania,59734218.0,885800.0,67.0,neutral
4fd80e66e0,a Dutch marketing agency is asking job applicants to apply in 140 characters or less  http://www.energize.nl/twillicitatie/,neutral,night,70-100,Thailand,69799978.0,510890.0,137.0,neutral
e77a8f8f2d,Twitter has spoiled all the fun. Frustratingly slow!!  couldnt even bid properly!,negative,morning,0-20,Timor-Leste,1318445.0,14870.0,89.0,neutral
4ea7102112,_chick haha. I completely agree,positive,noon,21-30,Togo,8278724.0,54390.0,152.0,neutral
6a14956779,"If we don`t pack, she can`t leave, right?",neutral,night,31-45,Tonga,105695.0,720.0,147.0,neutral
7c2fcb712e, ****  lol....where u headed to?,neutral,morning,46-60,Trinidad and Tobago,1399488.0,5130.0,273.0,neutral
cdd172d6a7,Going to bed after a great night with a friend  glad to know she has the same feelings about classes as someone else,positive,noon,60-70,Tunisia,11818619.0,155360.0,76.0,neutral
d2a21b3cb7," many! mine included. ahem. shld have known better back then, wldn`t have missed so many opportunities haha",negative,night,70-100,Turkey,84339067.0,770000.0,110.0,neutral
799e17e7a7,it`s nice to leave the office when the sun is still up,positive,morning,0-20,Turkmenistan,6031200.0,469930.0,13.0,neutral
0a49cdbdf6,I will miss the soccer moms,negative,noon,21-30,Tuvalu,11792.0,30.0,393.0,neutral
4a13c1093d," between the Garlic Pills, the Spider bite between your toe (LOL-Classic) and you always being hungry. U are killing me 2 funny",neutral,night,31-45,Uganda,45741007.0,199810.0,229.0,neutral
9407ce6ccc, *sighs* Ah well.  Maybe my second email will clear it up and get him approved.,neutral,morning,46-60,Ukraine,43733762.0,579320.0,75.0,neutral
820f19ca44,"  Missed all your tweets again Joe, **** that time difference!!! (UK) Dont 4get about your fave supporters in the UK!!!  ****",neutral,noon,60-70,United Arab Emirates,9890402.0,83600.0,118.0,neutral
683bb73c09, --that came to my mind. So I said it. And it has now been adapted into my family`s vocabulary,neutral,night,70-100,United Kingdom,67886011.0,241930.0,281.0,neutral
0d14593b11,looking forward to body works today,neutral,morning,0-20,United States of America,331002651.0,9147420.0,36.0,neutral
9ac13b3739,just watched yes man. bahaha. that movie is messed up,negative,noon,21-30,Uruguay,3473730.0,175020.0,20.0,neutral
16ee71e6df, Sadly I think I know exactly were you put it--in the expired drawer   Those things have a life span of less than two years,negative,night,31-45,Uzbekistan,33469203.0,425400.0,79.0,neutral
f5d47f04f5," Too much? No, not unless one of the pillows ends up suffocating the one sleeping next to you.",negative,morning,46-60,Vanuatu,307145.0,12200.0,25.0,neutral
e131c496a2,Meeting my best friend first thing in the morning to the gym! Omg I am still so shocked. I hope you will get better soon,neutral,noon,60-70,Venezuela,28435940.0,882050.0,32.0,neutral
bc6d7b4364,Wow that was fast...next up Soderling or Ferrer. Gilles Simon lost,negative,night,70-100,Vietnam,97338579.0,310070.0,314.0,neutral
c87be630b5, Yup theory is GREAT but the reality is beyond imagination...  I also made the same planning not knowing VS will FAIL on me,neutral,morning,0-20,Yemen,29825964.0,527970.0,56.0,neutral
e4ad1684bb, glad to know that the ad display problem was due to a firewall config at yr office. phew!,positive,noon,21-30,Zambia,18383955.0,743390.0,25.0,neutral
f7835156a5, woot!,positive,night,31-45,Zimbabwe,14862924.0,386850.0,38.0,neutral
03bb148b87,"'I don`t like Monday, i wish it were sunday, cause that`s my fun day.'  that was my freaking jam when i was little.   i miss it.",neutral,morning,46-60,Afghanistan,38928346.0,652860.0,60.0,neutral
b47c430fda, ???    ?????? - http://bit.ly/nAcK2,neutral,noon,60-70,Albania,2877797.0,27400.0,105.0,neutral
0234e16010,"Waiting for the last movie to finish then am test screening Ghost of Girlfriends Past, glass of wine and lolly bag in hand, yay!",neutral,night,70-100,Algeria,43851044.0,2381740.0,18.0,neutral
be9ed19513,Happy #StarWarsDay. May the 4th be with you!  From everyone _paintball,positive,morning,0-20,Andorra,77265.0,470.0,164.0,neutral
bf7240df91,Must head back to the office,neutral,noon,21-30,Angola,32866272.0,1246700.0,26.0,neutral
2f883c6eb1,St joe is dirty.,negative,night,31-45,Antigua and Barbuda,97929.0,440.0,223.0,neutral
a1320a5050,http://twitpic.com/4w67k - Camping at black butte lake,neutral,morning,46-60,Argentina,45195774.0,2736690.0,17.0,neutral
d72a60bee8," are you getting my messages or do you have to add me to recieve them, soz I`m new to this",neutral,noon,60-70,Armenia,2963243.0,28470.0,104.0,neutral
